id,address,name,uuid,amount
4a625b91-0a49-4931-8607-7c67d8fddc58,0x0a1bd3c44800b838a1cbe44703f222564ec2cd14,Jovial_Hedgehog_819.7581218219924,f3d1c5ca-3c4f-436b-88d0-84d5166ce55b,0.001
d63dbaf6-0e9f-41b2-af7c-b81ef38e47a9,0x3dd2adf5e9c42cfbd8e295648d4ee1b16b74e2ee,Daring_Platypus_776.3620025456147,346f467e-955e-4fde-b0d5-8c4e692d0e36,0.001
5ced2de9-c8b3-4d81-9688-7ac8d781cc73,0x54744cf8f7c27927c0118005a5b600c18735f6b4,Tenacious_Raccoon_79.50439449574525,28e100c8-8525-4880-90a1-7592b2e7d9eb,0.001
e448bda0-060e-4520-a046-5ffdc42dbdf8,0xece7f6b27996116c7007c8a8217e79c0b378d4cf,Fierce_Zebra_505.8464472273184,e6ac75c1-cb66-42bb-9a65-2fc8b8026c8b,0.001
876d9e5e-e5ba-4dc6-9a27-0c09323e786b,0xd22a44ab0038a57a0a91e8dfc6f8e28fefd2f945,Vivacious_Beaver_786.1704029469597,c5b365b8-e999-4b45-bfc6-b1c3977f3e23,0.001
466d1f83-ed70-4068-931c-3e02cc675c3f,0x14b8532759842f08fab035a60d0abc8df3eac497,Marvelous_Platypus_606.3785777000463,cd7714c9-0ec4-40b5-8ff7-12b706c12ab0,0.001
a15fdbdc-ab2c-4c43-8790-38bd20759829,0x544ed322f693d0d5a71965e4a692421279a6c4ed,Ambitious_Raccoon_127.64271257250608,178c4c42-b7c0-4063-a9a0-afdd0fcccaaf,0.001
0212c152-500e-4aac-828a-84861092496f,0x302d77a6f9642913a199950b80679776ac2688bb,Wise_Lemur_591.9879119806968,869eec36-a779-4d6c-aa4c-62f4e7796146,0.001
c6ec9257-1296-49cb-b0be-01da583d6732,0x613860888d53857e873c5d8119cc3953da7279a4,Unique_Phoenix_886.3923687115888,a1a134a3-1411-4994-bc7c-2c7b6adfd62b,0.001
f36367d5-76c7-4f58-8c23-e34f1ff1502d,0xf7548cfebf1ea537e4a86a409499268621422bb8,Patient_Chameleon_986.6445456409153,bb1ed172-c3ea-4b30-997b-ba3ec2937db1,0.001
a36a8a11-97a5-4064-b8b9-7ecc60f4a18f,0xb37bc4c697b7b51c5d56c2d882d34d436c86919d,Noble_Owl_675.472593863613,7065ae1e-bcba-4891-bbde-18e9db56e7a6,0.001
c4123ea9-1ec7-4ad5-9fb7-f41ebf796e12,0xc08f66a2efa68dbddce579bdaf0e0805b2e42d4e,Tenacious_Squirrel_116.44210650606884,8111049d-34a7-40d4-b922-4f58108e55b3,0.001
d2470738-6736-45c1-b14a-50f367ab84ce,0xeaba762f58a1d2efb8edb75c32cb5d0542e4e6c0,Wise_Squirrel_835.9043381195658,90d525ba-da9a-4bbd-8338-2d11a9746e82,0.001
3be0b49e-6130-4860-9f51-9769f2211c49,0xb01dd8e4f2ce39ca069c7d9525710e82178527a2,Spirited_Beaver_342.67119700595276,8f203da2-436b-44c4-a504-70741587c2af,0.001
1cb4fb5a-8d5c-4c7d-bc41-4a53dcc4446a,0xfbb4c810be6fc8ecfe94d5a84dc1172fe80ad62f,Bright_Armadillo_766.2152375574804,27628db6-4a45-4e76-a19c-7af654817677,0.001
8f1f3b81-2d8b-49be-9cb7-cf1ffca82f48,0xfd972445078a0d1c8f119ae353731e2cedb5b44b,Spirited_Falcon_594.2627345672887,f8c1f2c4-dc5b-427b-b7db-76b843fb9078,0.001
b9c794b4-3531-4d3a-9d94-49447c7613fe,0x427ad8a8b26cbe145cde9514813bbc65223aa725,Noble_Zebra_546.3791407557322,27978974-a9c9-4c3d-8df2-c2e49dcc065c,0.001
97763f43-33ad-462c-b1d1-f5e51c1d5d39,0x53258522cda98ba21d5aaf052de844d78068c27b,Noble_Meerkat_393.8207469390923,1a71b4aa-14f3-47ee-a78b-d16cede28fb8,0.001
d21ae705-4210-481e-832c-f1c18b191ef6,0x15fd72caa5f9c706f89b34b3814ee93731bef02c,Daring_Beaver_152.61317950928031,21e23db8-8d9e-41e7-87a6-dc761b552ec4,0.001
060cc58e-4364-48b1-a6ba-c8e6c539c284,0xe527e3570f85b692eb71fda7871e57d6c8df0ad2,Unique_Owl_68.79894946505972,72b687a7-c45a-47db-8de3-8d85e2163444,0.001
961e71f4-613a-436f-9cc9-fafa525d65ce,0xc5b8291b79ac738159eea27d7a8761db360d7575,Fierce_Squirrel_707.3011080578696,95f28beb-94fd-4f05-aa0a-ad1ad8467521,0.001
