name,uuid,asset_type,address,amount
Clever_Dolphin,1753b325-e15c-496e-a4a3-e260f0633cb9,ETH_TEST3,0x95a6802678d569f0a4eb762e0e4647039f9e12ec,0.01
Caring_Penguin,18aba839-4cae-4a23-a02a-05eb76b7c281,ETH_TEST3,0xc83af94b77a0c0b28f0d1887e5c393e5ff9e2d59,0.01
Silly_Kangaroo,cf1c8f00-14f0-483c-b35f-36def4391c62,ETH_TEST3,0xfc92aa89baaa9dc92894055dbb0ea95dee1b3629,0.01
Caring_Kangaroo,b5950f98-df7d-4704-86dc-900afc38867a,ETH_TEST3,0x49757d349ec892b0cebbf6cea8ddd2113ffa7891,0.01
Happy_Kangaroo,4dedaf0f-c0d7-4921-b171-2c9854500223,ETH_TEST3,0x4664cb1e75641214a408454e2a2fb6aa6c937f61,0.01
Silly_Giraffe,53d77e6f-a443-4087-b445-4fcf1f10b9a9,ETH_TEST3,0xe714eab653efc0f8435021c04f74a2cd0138a123,0.01
Kind_Giraffe,48b1c4d8-00a3-44f7-b194-b39d30928e9c,ETH_TEST3,0xf789a98084418cba206131468211bf05cbdfd0f1,0.01
Sad_Penguin,21e273f7-7512-41c3-ab38-ffd5e42b5e3b,ETH_TEST3,0xe290b46e3a119e4921f6494a571617ad4fafaa25,0.01
Sad_Elephant,9952df64-b9c4-47aa-8be3-7aeb9a4aa717,ETH_TEST3,0xfb624da70c2ef53a16c83686e0eec82993837c16,0.01
Joyful_Dolphin,d52e2456-9169-47a8-beaa-a1e7c394fd97,ETH_TEST3,0xa65c50127c699306c1f6a208eeccde8a953fb2e3,0.01
Kind_Monkey,562bfeab-ce5a-44d6-a5a3-09fe42fd99e7,ETH_TEST3,0x6d9b956fd1827a1221b1d87ae066a611341ce4f8,0.01
Funny_Giraffe,57687d9b-714d-4c5d-8bff-c985ab18255d,ETH_TEST3,0x64bb0499c4c5ba7a5b66d6532f853c5d13d628f9,0.01
Kind_Koala,ffa5a7c6-b84d-4030-a74a-5dc6217ba699,ETH_TEST3,0xa74395ab95e0225393a4f2f9dfef84003a660c50,0.01
Angry_Monkey,1b9def4d-3085-47a3-b840-8cb67c79e77f,ETH_TEST3,0xc51559840dad201cb4f30193def12d42f05eeb06,0.01
Brave_Kangaroo,6d9a07b4-cb40-4dc2-a38f-10252c5acd08,ETH_TEST3,0x137918fef0aec7b6034fc51bc5a78cf110bd9da8,0.01
Sad_Koala,ababba3b-c013-4437-8c37-5d90fd42a168,ETH_TEST3,0x43a487cc2fb5e563150fc52a3742be04402bc773,0.01
Caring_Tiger,39884f7a-5ce9-4405-9daa-83eed79f62be,ETH_TEST3,0xf892b22d165ec559e005caa8b2170ec45ba40f9a,0.01
Happy_Koala,46316973-79b1-4dd4-9105-168553bde021,ETH_TEST3,0xecddee03eaf157ea388f40fc4c1a669898273918,0.01
Brave_Lion,7d49972e-582c-40b3-a65f-c122cefbef40,ETH_TEST3,0x3cd55889d40db15cc0199bd2e275f0704937e852,0.01
Caring_Dolphin,bd85a0dd-5210-4b66-8322-e81d79c2b2cf,ETH_TEST3,0x9e8b6c050f19bffb2ab22796f099b9aaeabf62c6,0.01
Sad_Lion,db59e64f-a858-4fc3-981c-b534211c6e85,ETH_TEST3,0xafc38f1baa7b2d2a9da1d9fe63b2f23ff93c38f4,0.01
Clever_Monkey,60ce1f52-ae03-411d-bd76-286cb3c5c4e0,ETH_TEST3,0x8abfa860e3b20bfde7d52c605bb5107106502021,0.01
Silly_Monkey,7b7e5aa5-0a85-425e-b4d9-69c138d56e82,ETH_TEST3,0x3e1cb88a6361d026ba099dfa3aa374cd30026a7c,0.01
Caring_Dolphin,88e93037-aecf-4654-b60f-0e1c6b89ae51,ETH_TEST3,0xe7d509572c58cb532a33886b5e7031d84d540f43,0.01
Happy_Monkey,eece4c7e-b0af-455d-b701-1d6b98ded5be,ETH_TEST3,0x3a4eac7ca1884a95a34f21cd5cfd10ce6be80321,0.01
Kind_Elephant,29a1c3d1-600d-4a09-8715-87675095ae15,ETH_TEST3,0x3a60a5e2c162c8c9098e3c2e2810515fa2749d27,0.01
Silly_Lion,2004c725-c831-49d4-949b-196cb6a2c20e,ETH_TEST3,0xe908eff908e2e5c96dff73833b5d6d41622c4f29,0.01
Angry_Koala,93c846af-5300-4cec-9701-78b1fddc787e,ETH_TEST3,0xddfdb1adf727dff64658f1268f92265443f3dd16,0.01
Funny_Giraffe,a1c292a8-f9e6-44e8-b960-2f4240cbc0b0,ETH_TEST3,0xa4001e572fcc5cfe3835c9c1c0efbc3497076054,0.01
Angry_Dolphin,2388941d-4c8c-499e-a6fb-1cdde0df20ae,ETH_TEST3,0x597d2b72393ec74c9df8b58ba6705bd0e0b80947,0.01
Clever_Giraffe,037dfead-f7a5-4668-8713-66d8cf545d94,ETH_TEST3,0x333b313f5547e8d4571500e7b8c72c6701fc83e6,0.01
Funny_Elephant,7a3c45d2-f964-4299-831b-4a7e1b577f06,ETH_TEST3,0x8f4714188e7469b4129c454bd24758e5b132ba93,0.01
Angry_Penguin,6a91b6f1-62ed-4839-9100-3e6eff90f2ab,ETH_TEST3,0xbc1226c0a1d031a1653a58f09663d5140d66d797,0.01
Silly_Tiger,968def8c-521f-4b21-9b3f-9784c11799a8,ETH_TEST3,0x9847093616677a0dac5fd0cd23a33d4364f129b8,0.01
Kind_Giraffe,58eefb14-de7b-499c-b0e8-a1dd9240ba80,ETH_TEST3,0xde9314a3847ae6dade953cc064a98dfad72ecf45,0.01
Silly_Kangaroo,12c52d74-8ed3-4144-b95c-7d477e21590b,ETH_TEST3,0x67f058647783837cc27ddafbc454825a3c802bc5,0.01
Angry_Panda,e8c5b99e-333a-4744-9d4d-e401a99b028a,ETH_TEST3,0x2452594e5576983b5199dc9be4679c02d8c1cb1a,0.01
Caring_Koala,bf8cedd2-ebc0-4589-a1d7-2eb1da23ee70,ETH_TEST3,0x8256d376ed49d6a9f8f046ffe10ce41842f193f7,0.01
Sad_Elephant,dbb47307-5bc1-49c7-8b12-71bcb310208b,ETH_TEST3,0x2d3f8c7b78d6f9fc772abf022c1cd5c63b882960,0.01
Happy_Giraffe,349fd36c-2639-4319-82a7-05b142740456,ETH_TEST3,0xfd976cecfa71c7337488bc147553182e3210ce35,0.01
Angry_Lion,45874f18-2dbd-4ddc-857e-ca10847a2d9e,ETH_TEST3,0xe81c5649cb1d7bd5267c15ad056642744717ce9d,0.01
Kind_Elephant,3298ab9d-720e-41f2-b779-362321bd42c1,ETH_TEST3,0x4254b15eb516c54522df7a6d90b6bcb13881542e,0.01
Funny_Lion,cd893d69-a875-48b3-a057-b0e68d1cfbba,ETH_TEST3,0xb053dd0847c672bf8ab826436ab9b9312f007a4b,0.01
Joyful_Dolphin,14c46561-d364-4074-8d68-f642080b62ac,ETH_TEST3,0xceff648876ff1c0fa4507ec629f6b07b7b7c8740,0.01
Funny_Kangaroo,a352718a-0339-40fc-a259-ae5064de279c,ETH_TEST3,0xd2da8c845a4510299a0b9d03677501c3884ebe31,0.01
Clever_Kangaroo,da538ec1-5149-4f8b-af2e-bd4abcfcc163,ETH_TEST3,0x4bf55e495cd99d269c3d8db352cd1b080b24d0ae,0.01
Happy_Elephant,e0bc8226-07f3-40e4-a728-aefa42c7c12b,ETH_TEST3,0x5076895aebbc31b9e475019942f7a8526fe3a914,0.01
Silly_Kangaroo,ed0ff627-b94d-4f3c-85ed-c3680ac6f92a,ETH_TEST3,0xaa0f1a5b9048f8e94ffe839833a07b792b39666d,0.01
Brave_Elephant,ab59c0c1-e872-4f15-9450-5fc23b4f18ed,ETH_TEST3,0x4a42c6223ac2497946e3a907e5034b6b127b2606,0.01
Clever_Koala,767ae202-250a-4908-b36d-1963da02bf8b,ETH_TEST3,0x23bbc98cd6ea1a2cceaacec773ca2ba51818c8aa,0.01
Joyful_Panda,378aa1e2-f15a-44fa-9265-22f8052e553d,ETH_TEST3,0x386433816c0573c80233b05cdf389d92b811644a,0.01
Kind_Lion,0496504d-b68a-42fc-a42e-085812a0b442,ETH_TEST3,0x839b6a1fe16c00c846ec432f1f9bd2cf90d8b465,0.01
Sad_Giraffe,aeb436a4-40e7-4340-803c-22c5ef29084c,ETH_TEST3,0x3d1d824586f68ce8a6436154b63acfa6bbd2022f,0.01
